name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Evann Guessand,€5.00m,Centre-Forward,"Jul 1, 2001 (21)",France,"1,87m",right,"Jul 12, 2022","Jun 30, 2023"
Ignatius Ganago,€4.00m,Centre-Forward,"Feb 16, 1999 (24)",Cameroon,"1,76m",right,"Sep 1, 2022","Jun 30, 2026"
Anthony Lopes,€9.00m,Goalkeeper,"Oct 1, 1990 (32)",Portugal,"1,84m",left,"Jul 1, 2011","Jun 30, 2025"
Rémy Riou,€400k,Goalkeeper,"Aug 6, 1987 (35)",France,"1,91m",right,"Jul 1, 2022","Jun 30, 2024"
Kayne Bonnevie,€200k,Goalkeeper,"Jul 22, 2001 (21)",France,"1,91m",left,"Jul 1, 2022","Jun 30, 2024"
Castello Lukeba,€20.00m,Centre-Back,"Dec 17, 2002 (20)",France,"1,84m",left,"Jul 1, 2021","Jun 30, 2025"
Sinaly Diomandé,€5.00m,Centre-Back,"Apr 9, 2001 (21)",Cote d'Ivoire,"1,84m",right,"Jul 1, 2020","Jun 30, 2025"
Dejan Lovren,€3.50m,Centre-Back,"Jul 5, 1989 (33)",Croatia,"1,88m",right,"Jan 2, 2023","Jun 30, 2025"
Jérôme Boateng,€2.00m,Centre-Back,"Sep 3, 1988 (34)",Germany,"1,92m",right,"Sep 1, 2021","Jun 30, 2023"
Nicolás Tagliafico,€9.00m,Left-Back,"Aug 31, 1992 (30)",Argentina,"1,72m",left,"Jul 23, 2022","Jun 30, 2025"
Henrique Silva,€1.20m,Left-Back,"Apr 25, 1994 (28)",Brazil,"1,73m",left,"Jul 1, 2021","Jun 30, 2024"
Malo Gusto,€15.00m,Right-Back,"May 19, 2003 (19)",France,"1,79m",right,"Jan 30, 2023","Jun 30, 2023"
Saël Kumbedi,€1.00m,Right-Back,"Mar 26, 2005 (17)",France,"1,75m",right,"Aug 31, 2022","Jun 30, 2025"
Johann Lepenant,€10.00m,Defensive Midfield,"Oct 22, 2002 (20)",France,"1,76m",right,"Jul 1, 2022","Jun 30, 2027"
Thiago Mendes,€8.00m,Defensive Midfield,"Mar 15, 1992 (31)",Brazil,"1,77m",right,"Jul 3, 2019","Jun 30, 2025"
Maxence Caqueret,€25.00m,Central Midfield,"Feb 15, 2000 (23)",France,"1,74m",right,"Dec 14, 2018","Jun 30, 2027"
Houssem Aouar,€20.00m,Central Midfield,"Jun 30, 1998 (24)",Algeria,"1,75m",right,"Jul 1, 2017","Jun 30, 2023"
Corentin Tolisso,€14.00m,Central Midfield,"Aug 3, 1994 (28)",France,"1,81m",right,"Jul 1, 2022","Jun 30, 2027"
Mohamed El Arouch,€1.50m,Central Midfield,"Apr 6, 2004 (18)",France,"1,66m",right,"Jul 1, 2022","Jun 30, 2025"
Rayan Cherki,€18.00m,Attacking Midfield,"Aug 17, 2003 (19)",France,"1,76m",both,"Jan 1, 2020","Jun 30, 2024"
Bradley Barcola,€2.00m,Left Winger,"Sep 2, 2002 (20)",France,"1,86m",right,"Jan 7, 2022","Jun 30, 2026"
Jeffinho,€1.50m,Left Winger,"Dec 30, 1999 (23)",Brazil,"1,76m",right,"Jan 31, 2023","Jun 30, 2027"
Moussa Dembélé,€18.00m,Centre-Forward,"Jul 12, 1996 (26)",France,"1,87m",right,"Aug 31, 2018","Jun 30, 2023"
Alexandre Lacazette,€12.00m,Centre-Forward,"May 28, 1991 (31)",France,"1,76m",right,"Jul 1, 2022","Jun 30, 2025"
Amin Sarr,€3.50m,Centre-Forward,"Mar 11, 2001 (22)",Sweden,"1,88m",right,"Jan 30, 2023","Jun 30, 2027"
Yvon Mvogo,€3.50m,Goalkeeper,"Jun 6, 1994 (28)",Switzerland,"1,90m",right,"Jul 13, 2022","Jun 30, 2024"
Julian Pollersbeck,€600k,Goalkeeper,"Aug 16, 1994 (28)",Germany,"1,95m",right,"Jan 31, 2023","Jun 30, 2023"
Vito Mannone,€300k,Goalkeeper,"Mar 2, 1988 (35)",Italy,"1,89m",right,"Sep 1, 2022","Jun 30, 2023"
Teddy Bartouche,€150k,Goalkeeper,"Jun 5, 1997 (25)",France,"1,78m",right,"Jul 1, 2020","Jun 30, 2023"
Montassar Talbi,€4.00m,Centre-Back,"May 26, 1998 (24)",Tunisia,"1,90m",right,"Jul 18, 2022","Jun 30, 2025"
Julien Laporte,€3.00m,Centre-Back,"Nov 4, 1993 (29)",France,"1,85m",right,"Jul 8, 2019","Jun 30, 2025"
Maxime Wackers,€150k,Centre-Back,"Jan 1, 1998 (25)",France,"1,84m",right,-,-
Bamo Meïté,€100k,Centre-Back,"Jun 20, 2001 (21)",Cote d'Ivoire,"1,83m",,"Jul 1, 2022","Jun 30, 2026"
Vincent Le Goff,€1.20m,Left-Back,"Oct 15, 1989 (33)",France,"1,77m",left,"Jul 17, 2014","Jun 30, 2024"
Darlin Yongwa,€1.00m,Left-Back,"Sep 22, 2000 (22)",Cameroon,"1,77m",left,"Jul 1, 2022","Jun 30, 2026"
Gédéon Kalulu,€4.00m,Right-Back,"Aug 29, 1997 (25)",DR Congo,"1,79m",right,"Jul 1, 2022","Jun 30, 2026"
Igor Silva,€2.00m,Right-Back,"Aug 21, 1996 (26)",Brazil,"1,73m",right,"Jul 23, 2021","Jun 30, 2026"
Laurent Abergel,€3.00m,Defensive Midfield,"Feb 1, 1993 (30)",France,"1,70m",right,"Jul 26, 2019","Jun 30, 2025"
Bonke Innocent,€2.00m,Defensive Midfield,"Jan 20, 1996 (27)",Nigeria,"1,78m",right,"Jan 18, 2022","Jun 30, 2025"
Jean-Victor Makengo,€7.50m,Central Midfield,"Jun 12, 1998 (24)",France,"1,77m",left,"Jan 30, 2023","Jun 30, 2027"
Ayman Kari,€500k,Central Midfield,"Nov 19, 2004 (18)",France,"1,76m",right,"Jan 31, 2023","Jun 30, 2023"
Romain Faivre,€10.00m,Right Midfield,"Jul 14, 1998 (24)",France,"1,80m",left,"Jan 28, 2023","Jun 30, 2023"
Enzo Le Fée,€12.00m,Attacking Midfield,"Feb 3, 2000 (23)",France,"1,70m",right,"Jul 1, 2019","Jun 30, 2024"
Adil Aouchiche,€3.00m,Attacking Midfield,"Jul 15, 2002 (20)",France,"1,81m",right,"Sep 1, 2022","Jun 30, 2026"
Julien Ponceau,€2.50m,Attacking Midfield,"Nov 28, 2000 (22)",France,"1,70m",right,"Jul 1, 2018","Jun 30, 2025"
Théo Le Bris,€2.00m,Attacking Midfield,"Oct 1, 2002 (20)",France,"1,70m",right,"Jul 1, 2022","Jun 30, 2027"
Yoann Cathline,€2.50m,Left Winger,"Jul 22, 2002 (20)",France,"1,76m",right,"Sep 5, 2022","Jun 30, 2027"
Stéphane Diarra,€3.00m,Right Winger,"Dec 9, 1998 (24)",Cote d'Ivoire,"1,73m",left,"Jul 1, 2020","Jun 30, 2025"
Bamba Dieng,€8.00m,Centre-Forward,"Mar 23, 2000 (22)",Senegal,"1,78m",right,"Jan 27, 2023","Jun 30, 2025"
Ibrahima Koné,€4.00m,Centre-Forward,"Jun 16, 1999 (23)",Mali,"1,90m",left,"Jan 31, 2022","Jun 30, 2026"
Siriné Doucouré,€500k,Centre-Forward,"Apr 8, 2002 (20)",France,"1,93m",right,"Sep 1, 2022","Jun 30, 2026"
Maxime Dupé,€2.00m,Goalkeeper,"Mar 4, 1993 (30)",France,"1,88m",right,"Jul 1, 2020","Jun 30, 2023"
Kjetil Haug,€400k,Goalkeeper,"Jun 12, 1998 (24)",Norway,"1,91m",right,"Jul 1, 2022","Jun 30, 2026"
Thomas Himeur,€150k,Goalkeeper,"Jan 17, 2001 (22)",France,"1,87m",,"Jul 1, 2021","Jun 30, 2024"
Anthony Rouault,€6.00m,Centre-Back,"May 29, 2001 (21)",France,"1,86m",right,"Jul 1, 2019","Jun 30, 2024"
Rasmus Nicolaisen,€5.00m,Centre-Back,"Mar 16, 1997 (26)",Denmark,"1,91m",left,"Aug 17, 2021","Jun 30, 2025"
Logan Costa,€400k,Centre-Back,"Apr 1, 2001 (21)",Cape Verde,"1,90m",right,"Aug 20, 2021","Jun 30, 2025"
Kévin Keben,€400k,Centre-Back,"Jan 26, 2004 (19)",Cameroon,-,,"Jul 1, 2022","Jun 30, 2025"
Gabriel Suazo,€2.00m,Left-Back,"Aug 9, 1997 (25)",Chile,"1,78m",left,"Jan 16, 2023","Jun 30, 2026"
Oliver Zandén,€1.20m,Left-Back,"Aug 14, 2001 (21)",Sweden,"1,83m",,"Jul 19, 2022","Jun 30, 2026"
Moussa Diarra,€800k,Left-Back,"Nov 10, 2000 (22)",Mali,"1,85m",left,"Jul 1, 2019","Jun 30, 2024"
Mikkel Desler,€2.50m,Right-Back,"Feb 19, 1995 (28)",Denmark,"1,84m",right,"Jul 20, 2021","Jun 30, 2023"
Warren Kamanzi,€1.00m,Right-Back,"Nov 11, 2000 (22)",Norway,"1,77m",right,"Jan 2, 2023","Jun 30, 2026"
Stijn Spierings,€4.00m,Defensive Midfield,"Mar 12, 1996 (27)",Netherlands,"1,88m",right,"Oct 5, 2020","Jun 30, 2023"
Branco van den Boomen,€7.00m,Central Midfield,"Jul 21, 1995 (27)",Netherlands,"1,88m",right,"Aug 7, 2020","Jun 30, 2023"
Brecht Dejaegere,€1.80m,Central Midfield,"May 29, 1991 (31)",Belgium,"1,73m",right,"Jul 1, 2021","Jun 30, 2023"
Theocharis Tsingaras,€1.80m,Central Midfield,"Aug 20, 2000 (22)",Greece,"1,75m",right,"Sep 1, 2022","Jun 30, 2023"
Vincent Sierro,€1.20m,Central Midfield,"Oct 8, 1995 (27)",Switzerland,"1,85m",right,"Jan 23, 2023","Jun 30, 2026"
Farès Chaïbi,€4.00m,Attacking Midfield,"Nov 28, 2002 (20)",Algeria,"1,83m",right,"Jul 1, 2022","Jun 30, 2025"
Denis Genreau,€1.20m,Attacking Midfield,"May 21, 1999 (23)",Australia,"1,75m",right,"Aug 2, 2021","Jun 30, 2025"
Veljko Birmancevic,€3.50m,Left Winger,"Mar 5, 1998 (25)",Serbia,"1,79m",both,"Sep 1, 2022","Jun 30, 2026"
Rafael Ratão,€2.50m,Left Winger,"Nov 30, 1995 (27)",Brazil,"1,83m",right,"Aug 31, 2021","Jun 30, 2024"
Zakaria Aboukhlal,€3.50m,Right Winger,"Feb 18, 2000 (23)",Morocco,"1,79m",both,"Jul 1, 2022","Jun 30, 2026"
Rhys Healey,€3.00m,Centre-Forward,"Dec 6, 1994 (28)",England,"1,80m",right,"Aug 27, 2020","Jun 30, 2023"
Thijs Dallinga,€3.00m,Centre-Forward,"Aug 3, 2000 (22)",Netherlands,"1,90m",right,"Jul 1, 2022","Jun 30, 2026"
Ado Onaiwu,€1.50m,Centre-Forward,"Nov 8, 1995 (27)",Japan,"1,80m",right,"Jul 20, 2021","Jun 30, 2024"
Saïd Hamulic,€1.50m,Centre-Forward,"Nov 12, 2000 (22)",Bosnia-Herzegovina,"1,88m",right,"Jan 24, 2023","Jun 30, 2027"
Dogan Alemdar,€4.00m,Goalkeeper,"Oct 29, 2002 (20)",Turkey,"1,92m",right,"Aug 27, 2021","Jun 30, 2026"
Steve Mandanda,€1.50m,Goalkeeper,"Mar 28, 1985 (37)",France,"1,87m",right,"Jul 6, 2022","Jun 30, 2024"
Romain Salin,€300k,Goalkeeper,"Jul 29, 1984 (38)",France,"1,86m",left,"Jul 1, 2019","Jun 30, 2024"
Elias Damergy,€200k,Goalkeeper,"Oct 17, 2002 (20)",Tunisia,"1,86m",right,"Jul 1, 2022","Jun 30, 2023"
Arthur Theate,€20.00m,Centre-Back,"May 25, 2000 (22)",Belgium,"1,85m",left,"Jul 29, 2022","Jun 30, 2026"
Joe Rodon,€9.00m,Centre-Back,"Oct 22, 1997 (25)",Wales,"1,93m",right,"Aug 1, 2022","Jun 30, 2023"
Warmed Omari,€8.00m,Centre-Back,"Apr 23, 2000 (22)",France,"1,88m",right,"Jul 1, 2021","Jun 30, 2026"
Christopher Wooh,€6.00m,Centre-Back,"Sep 18, 2001 (21)",Cameroon,"1,91m",right,"Sep 1, 2022","Jun 30, 2026"
Jeanuël Belocian,€500k,Centre-Back,"Feb 17, 2005 (18)",France,"1,82m",left,"Jul 1, 2022","Jun 30, 2024"
Adrien Truffert,€15.00m,Left-Back,"Nov 20, 2001 (21)",France,"1,76m",left,"Jul 1, 2020","Jun 30, 2025"
Birger Meling,€6.00m,Left-Back,"Dec 17, 1994 (28)",Norway,"1,73m",left,"Jul 20, 2021","Jun 30, 2026"
Djed Spence,€13.00m,Right-Back,"Aug 9, 2000 (22)",England,"1,84m",right,"Jan 31, 2023","Jun 30, 2023"
Hamari Traoré,€10.00m,Right-Back,"Jan 27, 1992 (31)",Mali,"1,75m",right,"Jul 1, 2017","Jun 30, 2023"
Lorenz Assignon,€4.00m,Right-Back,"Jun 22, 2000 (22)",France,"1,81m",right,"Jul 1, 2021","Jun 30, 2025"
Guéla Doué,€200k,Right-Back,"Oct 17, 2002 (20)",France,"1,86m",both,"Jul 1, 2022","Jun 30, 2025"
Lesley Ugochukwu,€4.00m,Defensive Midfield,"Mar 26, 2004 (18)",France,"1,91m",right,"Jul 1, 2021","Jun 30, 2025"
Baptiste Santamaria,€16.00m,Central Midfield,"Mar 9, 1995 (28)",France,"1,83m",right,"Aug 17, 2021","Jun 30, 2025"
Flavien Tait,€9.00m,Central Midfield,"Feb 2, 1993 (30)",France,"1,76m",right,"Jul 9, 2019","Jun 30, 2024"
Xeka,€9.00m,Central Midfield,"Nov 10, 1994 (28)",Portugal,"1,85m",both,"Sep 21, 2022","Jun 30, 2024"
Benjamin Bourigeaud,€18.00m,Right Midfield,"Jan 14, 1994 (29)",France,"1,78m",right,"Jul 1, 2017","Jun 30, 2026"
Lovro Majer,€22.00m,Attacking Midfield,"Jan 17, 1998 (25)",Croatia,"1,78m",left,"Aug 26, 2021","Jun 30, 2027"
Désiré Doué,€15.00m,Attacking Midfield,"Jun 3, 2005 (17)",France,"1,81m",right,"Jul 1, 2022","Jun 30, 2025"
Martin Terrier,€35.00m,Left Winger,"Mar 4, 1997 (26)",France,"1,84m",right,"Jul 6, 2020","Jun 30, 2026"
Karl Toko Ekambi,€12.00m,Left Winger,"Sep 14, 1992 (30)",Cameroon,"1,82m",right,"Jan 26, 2023","Jun 30, 2023"
Ibrahim Salah,€800k,Left Winger,"Aug 30, 2001 (21)",Morocco,"1,85m",right,"Jan 31, 2023","Jun 30, 2027"
Jérémy Doku,€18.00m,Right Winger,"May 27, 2002 (20)",Belgium,"1,73m",right,"Oct 5, 2020","Jun 30, 2025"
Amine Gouiri,€38.00m,Centre-Forward,"Feb 16, 2000 (23)",France,"1,81m",right,"Sep 1, 2022","Jun 30, 2027"
Arnaud Kalimuendo,€25.00m,Centre-Forward,"Jan 20, 2002 (21)",France,"1,75m",right,"Aug 11, 2022","Jun 30, 2027"
Kasper Schmeichel,€2.50m,Goalkeeper,"Nov 5, 1986 (36)",Denmark,"1,89m",right,"Aug 3, 2022","Jun 30, 2025"
Marcin Bulka,€2.00m,Goalkeeper,"Oct 4, 1999 (23)",Poland,"1,99m",right,"Jul 1, 2022","Jun 30, 2026"
Teddy Boulhendi,€150k,Goalkeeper,"Apr 9, 2001 (21)",Algeria,"1,85m",,"Jul 1, 2020","Jun 30, 2024"
Jean-Clair Todibo,€20.00m,Centre-Back,"Dec 30, 1999 (23)",France,"1,90m",right,"Jul 1, 2021","Jun 30, 2027"
Mattia Viti,€10.00m,Centre-Back,"Jan 24, 2002 (21)",Italy,"1,90m",left,"Aug 3, 2022","Jun 30, 2027"
Youssouf Ndayishimiye,€7.00m,Centre-Back,"Oct 27, 1998 (24)",Burundi,"1,83m",right,"Jan 25, 2023","Jun 30, 2027"
Dante,€700k,Centre-Back,"Oct 18, 1983 (39)",Brazil,"1,88m",left,"Aug 23, 2016","Jun 30, 2023"
Melvin Bard,€8.00m,Left-Back,"Nov 6, 2000 (22)",France,"1,73m",left,"Jul 16, 2021","Jun 30, 2025"
Joe Bryan,€3.00m,Left-Back,"Sep 17, 1993 (29)",England,"1,70m",left,"Aug 31, 2022","Jun 30, 2023"
Ayoub Amraoui,-,Left-Back,"May 14, 2004 (18)",Morocco,"1,86m",left,-,-
Youcef Atal,€14.00m,Right-Back,"May 17, 1996 (26)",Algeria,"1,76m",both,"Jul 17, 2018","Jun 30, 2024"
Jordan Lotomba,€6.00m,Right-Back,"Sep 29, 1998 (24)",Switzerland,"1,77m",right,"Aug 3, 2020","Jun 30, 2025"
Antoine Mendy,€150k,Right-Back,"May 27, 2004 (18)",France,"1,87m",right,"Jul 1, 2022","Jun 30, 2025"
Khéphren Thuram,€25.00m,Defensive Midfield,"Mar 26, 2001 (21)",France,"1,92m",right,"Jul 6, 2019","Jun 30, 2025"
Pablo Rosario,€7.00m,Defensive Midfield,"Jan 7, 1997 (26)",Netherlands,"1,85m",right,"Jul 27, 2021","Jun 30, 2026"
Alexis Beka Beka,€6.00m,Defensive Midfield,"Mar 29, 2001 (21)",France,"1,78m",right,"Aug 1, 2022","Jun 30, 2027"
Reda Belahyane,€150k,Defensive Midfield,"Jun 1, 2004 (18)",France,"1,69m",,-,"Jun 30, 2024"
Ross Barkley,€10.00m,Central Midfield,"Dec 5, 1993 (29)",England,"1,89m",right,"Sep 4, 2022","Jun 30, 2023"
Hicham Boudaoui,€5.00m,Central Midfield,"Sep 23, 1999 (23)",Algeria,"1,75m",right,"Sep 2, 2019","Jun 30, 2027"
Aaron Ramsey,€3.00m,Central Midfield,"Dec 26, 1990 (32)",Wales,"1,78m",right,"Aug 1, 2022","Jun 30, 2023"
Daouda Traoré,-,Right Midfield,"Jul 22, 2006 (16)",France,"1,86m",,-,-
Sofiane Diop,€18.00m,Left Winger,"Jun 9, 2000 (22)",France,"1,75m",right,"Aug 29, 2022","Jun 30, 2027"
Billal Brahimi,€4.00m,Left Winger,"Mar 14, 2000 (23)",Algeria,"1,83m",left,"Jan 28, 2022","Jun 30, 2026"
Nicolas Pépé,€22.00m,Right Winger,"May 29, 1995 (27)",Cote d'Ivoire,"1,83m",left,"Aug 25, 2022","Jun 30, 2023"
Badredine Bouanani,€150k,Right Winger,"Dec 8, 2004 (18)",Algeria,"1,72m",left,"Jul 7, 2022","Jun 30, 2024"
Terem Moffi,€15.00m,Centre-Forward,"May 25, 1999 (23)",Nigeria,"1,88m",left,"Jan 31, 2023","Jun 30, 2023"
Gaëtan Laborde,€14.00m,Centre-Forward,"May 3, 1994 (28)",France,"1,81m",left,"Sep 1, 2022","Jun 30, 2026"
Mory Diaw,€1.50m,Goalkeeper,"Jun 22, 1993 (29)",Senegal,"1,95m",right,"Jul 1, 2022","Jun 30, 2024"
Ouparine Djoco,€600k,Goalkeeper,"Apr 22, 1998 (24)",France,"1,88m",left,"Jul 1, 2018","Jun 30, 2025"
Lucas Margueron,€150k,Goalkeeper,"Feb 12, 2001 (22)",France,"1,94m",right,"Jul 2, 2020","Jun 30, 2023"
Alidu Seidu,€4.50m,Centre-Back,"Jun 4, 2000 (22)",Ghana,"1,73m",right,"Jul 1, 2020","Jun 30, 2027"
Mateusz Wieteska,€3.00m,Centre-Back,"Feb 11, 1997 (26)",Poland,"1,87m",right,"Jul 25, 2022","Jun 30, 2026"
Maximiliano Caufriez,€1.20m,Centre-Back,"Feb 16, 1997 (26)",Belgium,"1,89m",right,"Aug 29, 2022","Jun 30, 2023"
Florent Ogier,€500k,Centre-Back,"Mar 21, 1989 (33)",France,"1,83m",right,"Jul 13, 2018","Jun 30, 2024"
Souleymane Cissé,€100k,Centre-Back,"Aug 8, 2002 (20)",France,"1,90m",,"Jul 1, 2022","Jun 30, 2023"
Neto Borges,€1.20m,Left-Back,"Sep 13, 1996 (26)",Brazil,"1,85m",left,"Jul 1, 2022","Jun 30, 2024"
Baïla Diallo,€250k,Left-Back,"Jun 24, 2001 (21)",Senegal,"1,76m",left,"Jan 22, 2021","Jun 30, 2024"
Mehdi Zeffane,€500k,Right-Back,"May 19, 1992 (30)",Algeria,"1,76m",right,"Jul 1, 2022","Jun 30, 2024"
Oliver Kamdem,€100k,Right-Back,"Oct 15, 2002 (20)",France,-,right,"Jul 1, 2022","Jun 30, 2023"
Yohann Magnin,€2.00m,Defensive Midfield,"Jun 21, 1997 (25)",France,"1,83m",right,"Jan 25, 2019","Jun 30, 2025"
Maxime Gonalons,€1.00m,Defensive Midfield,"Mar 10, 1989 (34)",France,"1,87m",right,"Jul 1, 2022","Jun 30, 2024"
Johan Gastien,€800k,Defensive Midfield,"Jan 25, 1988 (35)",France,"1,79m",right,"Jul 1, 2018","Jun 30, 2025"
Yanis Massolin,€100k,Central Midfield,"Sep 20, 2002 (20)",France,-,right,"Jul 1, 2022","Jun 30, 2025"
Jim Allevinah,€2.00m,Right Midfield,"Feb 27, 1995 (28)",Gabon,"1,72m",right,"Jul 1, 2019","Jun 30, 2024"
Muhammed Cham,€4.00m,Attacking Midfield,"Sep 26, 2000 (22)",Austria,"1,80m",left,"Oct 4, 2020","Jun 30, 2026"
Saîf-Eddine Khaoui,€1.50m,Attacking Midfield,"Apr 27, 1995 (27)",Tunisia,"1,80m",left,"Aug 14, 2021","Jun 30, 2023"
Aïman Maurer,€100k,Attacking Midfield,"Sep 25, 2004 (18)",Morocco,"1,73m",right,"Feb 1, 2023","Jun 30, 2025"
Elbasan Rashani,€2.50m,Left Winger,"May 9, 1993 (29)",Kosovo,"1,81m",left,"Jul 16, 2021","Jun 30, 2025"
Jérémie Bela,€1.80m,Left Winger,"Apr 8, 1993 (29)",Angola,"1,73m",right,"Aug 2, 2022","Jun 30, 2024"
Komnen Andric,€2.00m,Centre-Forward,"Jul 1, 1995 (27)",Serbia,"1,89m",right,"Jul 15, 2022","Jun 30, 2025"
Grejohn Kyei,€1.50m,Centre-Forward,"Aug 12, 1995 (27)",France,"1,87m",right,"Jan 31, 2022","Jun 30, 2024"
Ionut Radu,€3.50m,Goalkeeper,"May 28, 1997 (25)",Romania,"1,88m",right,"Jan 25, 2023","Jun 30, 2023"
Donovan Léon,€600k,Goalkeeper,"Nov 3, 1992 (30)",French Guiana,"1,87m",right,"Jul 1, 2020","Jun 30, 2025"
Théo De Percin,€150k,Goalkeeper,"Feb 2, 2001 (22)",Martinique,"1,85m",right,"Mar 17, 2021","Jun 30, 2024"
Vincenzo Cozzella,-,Goalkeeper,"Dec 21, 2001 (21)",Italy,"1,90m",,"Jan 18, 2023",-
Isaak Touré,€5.00m,Centre-Back,"Mar 28, 2003 (19)",France,"2,06m",left,"Jan 3, 2023","Jun 30, 2023"
Jubal,€2.00m,Centre-Back,"Aug 29, 1993 (29)",Brazil,"1,90m",right,"Sep 3, 2020","Jun 30, 2025"
Théo Pellenard,€1.20m,Centre-Back,"Mar 4, 1994 (29)",France,"1,82m",left,"Jul 1, 2021","Jun 30, 2024"
Julian Jeanvier,€800k,Centre-Back,"Mar 31, 1992 (30)",Guinea,"1,83m",right,"Aug 2, 2022","Jun 30, 2023"
Denys Bain,€800k,Centre-Back,"Jul 2, 1993 (29)",France,"1,81m",both,"Jul 5, 2022","Jun 30, 2023"
Gideon Mensah,€2.00m,Left-Back,"Jul 18, 1998 (24)",Ghana,"1,78m",left,"Aug 13, 2022","Jun 30, 2025"
Kenji-Van Boto,€700k,Left-Back,"Mar 7, 1996 (27)",Madagascar,"1,83m",left,"Jul 1, 2014","Jun 30, 2024"
Akim Zedadka,€3.00m,Right-Back,"May 30, 1995 (27)",Algeria,"1,73m",right,"Dec 9, 2022","Jun 30, 2023"
Elisha Owusu,€2.50m,Defensive Midfield,"Nov 7, 1997 (25)",Ghana,"1,82m",right,"Jan 16, 2023","Jun 30, 2025"
Birama Touré,€1.50m,Defensive Midfield,"Jun 6, 1992 (30)",Mali,"1,83m",right,"Jul 17, 2017","Jun 30, 2023"
Rayan Raveloson,€1.50m,Defensive Midfield,"Jan 16, 1997 (26)",Madagascar,"1,83m",right,"Aug 4, 2022","Jun 30, 2025"
Ousoumane Camara,€150k,Defensive Midfield,"Dec 19, 1998 (24)",France,"1,84m",right,"Jul 1, 2019","Jun 30, 2024"
Natanaël Bouekou,€100k,Defensive Midfield,"May 10, 2002 (20)",France,-,,"Jul 1, 2022",-
Han-Noah Massengo,€3.50m,Central Midfield,"Jul 7, 2001 (21)",France,"1,78m",right,"Jan 30, 2023","Jun 30, 2023"
Kays Ruiz-Atil,€1.20m,Central Midfield,"Aug 26, 2002 (20)",Morocco,"1,77m",right,"Jul 1, 2022","Jun 30, 2025"
Gaëtan Perrin,€1.20m,Right Midfield,"Jun 7, 1996 (26)",France,"1,69m",right,"Jul 1, 2021","Jun 30, 2024"
Hamza Sakhi,€2.00m,Attacking Midfield,"Jun 7, 1996 (26)",Morocco,"1,76m",right,"Apr 16, 2018","Jun 30, 2025"
Youssouf M'Changama,€1.00m,Attacking Midfield,"Aug 29, 1990 (32)",Comoros,"1,75m",right,"Jul 1, 2022","Jun 30, 2024"
Mathias Autret,€1.00m,Attacking Midfield,"Mar 1, 1991 (32)",France,"1,79m",right,"Jul 1, 2020","Jun 30, 2023"
Kévin Danois,€100k,Attacking Midfield,"Jun 28, 2004 (18)",France,-,right,"Jul 1, 2022","Jun 30, 2024"
Siriki Dembélé,€2.50m,Left Winger,"Sep 7, 1996 (26)",Scotland,"1,73m",right,"Jan 31, 2023","Jun 30, 2023"
Rémy Dugimont,€300k,Left Winger,"Jul 1, 1986 (36)",France,"1,82m",right,"Aug 13, 2018","Jun 30, 2023"
Gauthier Hein,€2.50m,Right Winger,"Aug 7, 1996 (26)",France,"1,70m",left,"Jul 1, 2020","Jun 30, 2025"
Lassine Sinayoko,€1.20m,Right Winger,"Dec 8, 1999 (23)",Mali,"1,86m",right,"Jul 1, 2019","Jun 30, 2025"
M'Baye Niang,€3.00m,Centre-Forward,"Dec 19, 1994 (28)",Senegal,"1,88m",right,"Aug 16, 2022","Jun 30, 2024"
Matthis Abline,€3.00m,Centre-Forward,"Mar 28, 2003 (19)",France,"1,82m",right,"Jan 2, 2023","Jun 30, 2023"
Nuno Da Costa,€1.00m,Centre-Forward,"Feb 10, 1991 (32)",Cape Verde,"1,82m",right,"Aug 5, 2022","Jun 30, 2024"
Idjessi Metsoko,€100k,Centre-Forward,"Mar 14, 2002 (21)",Togo,-,,"Jul 1, 2022",-
Ousmane Camara,€100k,Centre-Forward,"Nov 3, 2001 (21)",Guinea,-,,"Jul 1, 2022","Jun 30, 2025"
Benjamin Lecomte,€4.00m,Goalkeeper,"Apr 26, 1991 (31)",France,"1,86m",left,"Jan 26, 2023","Jun 30, 2027"
Dimitry Bertaud,€1.50m,Goalkeeper,"Jun 6, 1998 (24)",France,"1,80m",right,"Jul 1, 2017","Jun 30, 2025"
Bingourou Kamara,€800k,Goalkeeper,"Oct 21, 1996 (26)",Senegal,"1,95m",right,"Sep 1, 2022","Jun 30, 2023"
Matis Carvalho,€300k,Goalkeeper,"Apr 28, 1999 (23)",Portugal,"1,86m",left,"Jul 1, 2019","Jun 30, 2023"
Maxime Estève,€4.00m,Centre-Back,"May 26, 2002 (20)",France,"1,93m",left,"Jul 1, 2021","Jun 30, 2025"
Kiki Kouyaté,€3.50m,Centre-Back,"Apr 15, 1997 (25)",Mali,"1,92m",both,"Jan 20, 2023","Jun 30, 2026"
Christopher Jullien,€3.50m,Centre-Back,"Mar 22, 1993 (29)",France,"1,96m",right,"Aug 23, 2022","Jun 30, 2025"
Mamadou Sakho,€3.50m,Centre-Back,"Feb 13, 1990 (33)",France,"1,87m",left,"Jul 27, 2021","Jun 30, 2024"
Pedro Mendes,€3.00m,Centre-Back,"Oct 1, 1990 (32)",Portugal,"1,86m",right,"Jul 18, 2017","Jun 30, 2023"
