name,price,position,dob,nationality,height,foot,join_date,contract_expiration
Ivo Grbic,€3.50m,Goalkeeper,"Jan 18, 1996 (27)",Croatia,"1,95m",right,"Aug 20, 2020","Jun 30, 2024"
José María Giménez,€35.00m,Centre-Back,"Jan 20, 1995 (28)",Uruguay,"1,85m",right,"Apr 25, 2013","Jun 30, 2025"
Mario Hermoso,€18.00m,Centre-Back,"Jun 18, 1995 (27)",Spain,"1,84m",left,"Jul 18, 2019","Jun 30, 2024"
Stefan Savic,€7.50m,Centre-Back,"Jan 8, 1991 (32)",Montenegro,"1,87m",right,"Jul 20, 2015","Jun 30, 2024"
Reinildo Mandava,€25.00m,Left-Back,"Jan 21, 1994 (29)",Mozambique,"1,80m",left,"Jan 31, 2022","Jun 30, 2025"
Sergio Reguilón,€15.00m,Left-Back,"Dec 16, 1996 (26)",Spain,"1,78m",left,"Aug 30, 2022","Jun 30, 2023"
Nahuel Molina,€24.00m,Right-Back,"Apr 6, 1998 (24)",Argentina,"1,75m",right,"Jul 28, 2022","Jun 30, 2027"
Matt Doherty,€9.00m,Right-Back,"Jan 16, 1992 (31)",Ireland,"1,85m",right,"Jan 31, 2023","Jun 30, 2023"
Geoffrey Kondogbia,€18.00m,Defensive Midfield,"Feb 15, 1993 (30)",Central African Republic,"1,88m",left,"Nov 3, 2020","Jun 30, 2024"
Axel Witsel,€5.00m,Defensive Midfield,"Jan 12, 1989 (34)",Belgium,"1,86m",right,"Jul 6, 2022","Jun 30, 2024"
Rodrigo de Paul,€40.00m,Central Midfield,"May 24, 1994 (28)",Argentina,"1,80m",right,"Jul 12, 2021","Jun 30, 2026"
Marcos Llorente,€35.00m,Central Midfield,"Jan 30, 1995 (28)",Spain,"1,84m",right,"Jul 1, 2019","Jun 30, 2027"
Koke,€16.00m,Central Midfield,"Jan 8, 1992 (31)",Spain,"1,76m",right,"Jan 1, 2011","Jun 30, 2024"
Saúl Ñíguez,€10.00m,Central Midfield,"Nov 21, 1994 (28)",Spain,"1,84m",left,"Jul 1, 2013","Jun 30, 2026"
Pablo Barrios,€5.00m,Central Midfield,"Jun 15, 2003 (19)",Spain,"1,81m",right,"Jan 23, 2023","Jun 30, 2028"
Thomas Lemar,€25.00m,Attacking Midfield,"Nov 12, 1995 (27)",France,"1,71m",left,"Jul 1, 2018","Jun 30, 2027"
Yannick Carrasco,€25.00m,Left Winger,"Sep 4, 1993 (29)",Belgium,"1,81m",right,"Sep 8, 2020","Jun 30, 2024"
Ángel Correa,€35.00m,Right Winger,"Mar 9, 1995 (28)",Argentina,"1,71m",right,"Jan 1, 2015","Jun 30, 2026"
Antoine Griezmann,€25.00m,Second Striker,"Mar 21, 1991 (32)",France,"1,76m",left,"Aug 31, 2021","Jun 30, 2023"
Álvaro Morata,€25.00m,Centre-Forward,"Oct 23, 1992 (30)",Spain,"1,89m",right,"Jul 1, 2020","Jun 30, 2024"
Memphis Depay,€16.00m,Centre-Forward,"Feb 13, 1994 (29)",Netherlands,"1,78m",right,"Jan 20, 2023","Jun 30, 2025"
Bono,€12.00m,Goalkeeper,"Apr 5, 1991 (31)",Morocco,"1,92m",left,"Sep 4, 2020","Jun 30, 2025"
Marko Dmitrović,€4.00m,Goalkeeper,"Jan 24, 1992 (31)",Serbia,"1,94m",left,"Jul 4, 2021","Jun 30, 2025"
Loïc Badé,€10.00m,Centre-Back,"Apr 11, 2000 (22)",France,"1,91m",right,"Jan 1, 2023","Jun 30, 2023"
Marcão,€10.00m,Centre-Back,"Jun 5, 1996 (26)",Brazil,"1,85m",left,"Jul 8, 2022","Jun 30, 2027"
Tanguy Nianzou,€9.00m,Centre-Back,"Jun 7, 2002 (20)",France,"1,91m",right,"Aug 17, 2022","Jun 30, 2027"
Karim Rekik,€4.00m,Centre-Back,"Dec 2, 1994 (28)",Netherlands,"1,86m",left,"Oct 5, 2020","Jun 30, 2025"
Alex Telles,€12.00m,Left-Back,"Dec 15, 1992 (30)",Brazil,"1,81m",left,"Aug 4, 2022","Jun 30, 2023"
Marcos Acuña,€12.00m,Left-Back,"Oct 28, 1991 (31)",Argentina,"1,72m",left,"Sep 14, 2020","Jun 30, 2025"
Gonzalo Montiel,€12.00m,Right-Back,"Jan 1, 1997 (26)",Argentina,"1,75m",right,"Aug 13, 2021","Jun 30, 2026"
Jesús Navas,€3.00m,Right-Back,"Nov 21, 1985 (37)",Spain,"1,72m",right,"Aug 1, 2017","Jun 30, 2024"
Pape Gueye,€10.00m,Defensive Midfield,"Jan 24, 1999 (24)",Senegal,"1,89m",left,"Jan 30, 2023","Jun 30, 2023"
Nemanja Gudelj,€4.00m,Defensive Midfield,"Nov 16, 1991 (31)",Serbia,"1,87m",right,"Jul 23, 2019","Jun 30, 2023"
Fernando,€3.00m,Defensive Midfield,"Jul 25, 1987 (35)",Brazil,"1,83m",right,"Jul 12, 2019","Jun 30, 2024"
Joan Jordán,€12.00m,Central Midfield,"Jul 6, 1994 (28)",Spain,"1,85m",right,"Jul 1, 2019","Jun 30, 2027"
Óliver Torres,€9.00m,Central Midfield,"Nov 10, 1994 (28)",Spain,"1,75m",right,"Jul 15, 2019","Jun 30, 2024"
Ivan Rakitic,€4.00m,Central Midfield,"Mar 10, 1988 (35)",Croatia,"1,84m",right,"Sep 1, 2020","Jun 30, 2024"
Lucas Ocampos,€12.00m,Left Winger,"Jul 11, 1994 (28)",Argentina,"1,87m",both,"Jul 3, 2019","Jun 30, 2024"
Bryan Gil,€12.00m,Left Winger,"Feb 11, 2001 (22)",Spain,"1,75m",left,"Jan 30, 2023","Jun 30, 2023"
Papu Gómez,€3.00m,Left Winger,"Feb 15, 1988 (35)",Argentina,"1,67m",right,"Jan 26, 2021","Jun 30, 2024"
Tecatito,€10.00m,Right Winger,"Jan 6, 1993 (30)",Mexico,"1,73m",both,"Jan 14, 2022","Jun 30, 2025"
Erik Lamela,€10.00m,Right Winger,"Mar 4, 1992 (31)",Argentina,"1,84m",left,"Jul 26, 2021","Jun 30, 2024"
Suso,€7.00m,Right Winger,"Nov 19, 1993 (29)",Spain,"1,77m",left,"Jul 21, 2020","Jun 30, 2025"
Youssef En-Nesyri,€15.00m,Centre-Forward,"Jun 1, 1997 (25)",Morocco,"1,92m",left,"Jan 16, 2020","Jun 30, 2025"
Rafa Mir,€10.00m,Centre-Forward,"Jun 18, 1997 (25)",Spain,"1,91m",right,"Aug 20, 2021","Jun 30, 2027"
Filip Jörgensen,€1.50m,Goalkeeper,"Apr 16, 2002 (20)",Denmark,"1,90m",right,"Jan 5, 2023","Jun 30, 2025"
Pepe Reina,€700k,Goalkeeper,"Aug 31, 1982 (40)",Spain,"1,88m",right,"Jul 8, 2022","Jun 30, 2023"
Pau Torres,€45.00m,Centre-Back,"Jan 16, 1997 (26)",Spain,"1,91m",left,"Jul 1, 2018","Jun 30, 2024"
Jorge Cuenca,€5.00m,Centre-Back,"Nov 17, 1999 (23)",Spain,"1,90m",left,"Sep 21, 2020","Jun 30, 2025"
Aïssa Mandi,€4.00m,Centre-Back,"Oct 22, 1991 (31)",Algeria,"1,84m",right,"Jul 1, 2021","Jun 30, 2025"
Raúl Albiol,€3.00m,Centre-Back,"Sep 4, 1985 (37)",Spain,"1,90m",right,"Jul 4, 2019","Jun 30, 2023"
Alfonso Pedraza,€15.00m,Left-Back,"Apr 9, 1996 (26)",Spain,"1,84m",left,"Jul 1, 2016","Jun 30, 2026"
Johan Mojica,€5.00m,Left-Back,"Aug 21, 1992 (30)",Colombia,"1,85m",left,"Sep 1, 2022","Jun 30, 2026"
Alberto Moreno,€4.00m,Left-Back,"Jul 5, 1992 (30)",Spain,"1,71m",left,"Jul 9, 2019","Jun 30, 2024"
Juan Foyth,€25.00m,Right-Back,"Jan 12, 1998 (25)",Argentina,"1,87m",right,"Jul 1, 2021","Jun 30, 2026"
Kiko Femenía,€2.50m,Right-Back,"Feb 2, 1991 (32)",Spain,"1,71m",right,"Jul 28, 2022","Jun 30, 2025"
Francis Coquelin,€5.00m,Defensive Midfield,"May 13, 1991 (31)",France,"1,77m",right,"Aug 12, 2020","Jun 30, 2024"
Étienne Capoue,€3.00m,Defensive Midfield,"Jul 11, 1988 (34)",France,"1,89m",right,"Jan 4, 2021","Jun 30, 2024"
Giovani Lo Celso,€18.00m,Central Midfield,"Apr 9, 1996 (26)",Argentina,"1,77m",left,"Aug 14, 2022","Jun 30, 2023"
Dani Parejo,€7.00m,Central Midfield,"Apr 16, 1989 (33)",Spain,"1,82m",right,"Aug 12, 2020","Jun 30, 2024"
Manu Trigueros,€6.00m,Central Midfield,"Oct 17, 1991 (31)",Spain,"1,78m",right,"Jul 1, 2012","Jun 30, 2025"
Álex Baena,€20.00m,Left Winger,"Jul 20, 2001 (21)",Spain,"1,74m",right,"Aug 1, 2020","Jun 30, 2028"
Yéremy Pino,€38.00m,Right Winger,"Oct 20, 2002 (20)",Spain,"1,72m",right,"Aug 1, 2020","Jun 30, 2027"
Samuel Chukwueze,€20.00m,Right Winger,"May 22, 1999 (23)",Nigeria,"1,72m",left,"Nov 1, 2018","Jun 30, 2024"
Gerard Moreno,€30.00m,Centre-Forward,"Apr 7, 1992 (30)",Spain,"1,80m",left,"Jul 1, 2018","Jun 30, 2027"
Nicolas Jackson,€15.00m,Centre-Forward,"Jun 20, 2001 (21)",Senegal,"1,88m",right,"Jul 1, 2022","Jun 30, 2026"
José Luis Morales,€4.00m,Centre-Forward,"Jul 23, 1987 (35)",Spain,"1,80m",right,"Jul 1, 2022","Jun 30, 2024"
Fernando Pacheco,€3.00m,Goalkeeper,"May 18, 1992 (30)",Spain,"1,87m",left,"Jan 31, 2023","Jun 30, 2026"
Álvaro Fernández,€3.00m,Goalkeeper,"Apr 13, 1998 (24)",Spain,"1,86m",left,"Aug 31, 2022","Jun 30, 2023"
Joan García,€400k,Goalkeeper,"May 4, 2001 (21)",Spain,"1,91m",right,"Jul 1, 2021","Jun 30, 2025"
César Montes,€8.00m,Centre-Back,"Feb 24, 1997 (26)",Mexico,"1,95m",right,"Jan 1, 2023","Jun 30, 2028"
Leandro Cabrera,€3.50m,Centre-Back,"Jun 17, 1991 (31)",Uruguay,"1,90m",left,"Jan 20, 2020","Jun 30, 2024"
Fernando Calero,€2.00m,Centre-Back,"Sep 14, 1995 (27)",Spain,"1,84m",right,"Aug 9, 2019","Jun 30, 2024"
Sergi Gómez,€2.00m,Centre-Back,"Mar 28, 1992 (31)",Spain,"1,85m",right,"Jul 28, 2021","Jun 30, 2024"
Simo Keddari,€500k,Centre-Back,"Feb 3, 2005 (18)",Spain,"1,83m",right,"Jul 1, 2022","Jun 30, 2026"
Brian Oliván,€6.00m,Left-Back,"Apr 1, 1994 (29)",Spain,"1,75m",left,"Jul 1, 2022","Jun 30, 2025"
Adrià Pedrosa,€5.00m,Left-Back,"May 13, 1998 (24)",Spain,"1,72m",left,"Jul 1, 2019","Jun 30, 2023"
Ronaël Pierre-Gabriel,€4.50m,Right-Back,"Jun 13, 1998 (24)",France,"1,77m",right,"Jan 18, 2023","Jun 30, 2023"
Óscar Gil,€3.00m,Right-Back,"Apr 26, 1998 (24)",Spain,"1,75m",both,"Sep 7, 2020","Jun 30, 2024"
Omar El Hilali,€500k,Right-Back,"Sep 12, 2003 (19)",Morocco,"1,83m",right,-,"Jun 30, 2024"
Rubén Sánchez,€500k,Right-Back,"Feb 4, 2001 (22)",Spain,"1,85m",right,"Jul 1, 2022","Jun 30, 2024"
Vini Souza,€7.00m,Defensive Midfield,"Jun 17, 1999 (23)",Brazil,"1,87m",right,"Jul 8, 2022","Jun 30, 2023"
Sergi Darder,€16.00m,Central Midfield,"Dec 22, 1993 (29)",Spain,"1,80m",right,"Jul 1, 2018","Jun 30, 2026"
Edu Expósito,€6.00m,Central Midfield,"Aug 1, 1996 (26)",Spain,"1,78m",right,"Aug 8, 2022","Jun 30, 2027"
Keidi Bare,€3.50m,Central Midfield,"Aug 28, 1997 (25)",Albania,"1,74m",right,"Sep 22, 2020","Jun 30, 2024"
José Gragera,€3.00m,Central Midfield,"May 14, 2000 (22)",Spain,"1,86m",right,"Jan 31, 2023","Jun 30, 2028"
Denis Suárez,€5.00m,Attacking Midfield,"Jan 6, 1994 (29)",Spain,"1,76m",right,"Jan 31, 2023","Jun 30, 2023"
Javi Puado,€7.00m,Left Winger,"May 25, 1998 (24)",Spain,"1,77m",right,"Jul 1, 2018","Jun 30, 2025"
Nico Melamed,€6.00m,Left Winger,"Apr 11, 2001 (21)",Spain,"1,73m",right,"Aug 1, 2020","Jun 30, 2024"
José Carlos Lazo,€2.50m,Left Winger,"Feb 16, 1996 (27)",Spain,"1,78m",both,"Aug 24, 2022","Jun 30, 2027"
Aleix Vidal,€1.80m,Right Winger,"Aug 21, 1989 (33)",Spain,"1,77m",right,"Aug 18, 2021","Jun 30, 2023"
Joselu,€6.00m,Centre-Forward,"Mar 27, 1990 (33)",Spain,"1,92m",right,"Jul 1, 2022","Jun 30, 2025"
Martin Braithwaite,€6.00m,Centre-Forward,"Jun 5, 1991 (31)",Denmark,"1,77m",right,"Sep 1, 2022","Jun 30, 2025"
Dani Gómez,€2.00m,Centre-Forward,"Jul 30, 1998 (24)",Spain,"1,78m",right,"Aug 22, 2022","Jun 30, 2023"
Álex Remiro,€25.00m,Goalkeeper,"Mar 24, 1995 (28)",Spain,"1,91m",right,"Jul 1, 2019","Jun 30, 2027"
Andoni Zubiaurre,€300k,Goalkeeper,"Dec 4, 1996 (26)",Spain,"1,89m",left,"Jul 1, 2022","Jun 30, 2024"
Robin Le Normand,€35.00m,Centre-Back,"Nov 11, 1996 (26)",France,"1,87m",right,"Jul 1, 2019","Jun 30, 2026"
Igor Zubeldia,€15.00m,Centre-Back,"Mar 30, 1997 (26)",Spain,"1,81m",right,"Jul 1, 2017","Jun 30, 2024"
Aritz Elustondo,€14.00m,Centre-Back,"Mar 28, 1994 (29)",Spain,"1,82m",right,"Jan 4, 2016","Jun 30, 2026"
Jon Pacheco,€6.00m,Centre-Back,"Jan 8, 2001 (22)",Spain,"1,84m",left,"Jul 1, 2022","Jun 30, 2027"
Aihen Muñoz,€6.00m,Left-Back,"Aug 16, 1997 (25)",Spain,"1,75m",left,"Jul 1, 2019","Jun 30, 2024"
Diego Rico,€3.00m,Left-Back,"Feb 23, 1993 (30)",Spain,"1,83m",left,"Jul 26, 2021","Jun 30, 2025"
Andoni Gorosabel,€10.00m,Right-Back,"Aug 4, 1996 (26)",Spain,"1,74m",right,"Jul 1, 2018","Jun 30, 2024"
Álex Sola,€3.00m,Right-Back,"Jun 9, 1999 (23)",Spain,"1,78m",right,"Jul 1, 2022","Jun 30, 2026"
Martín Zubimendi,€40.00m,Defensive Midfield,"Feb 2, 1999 (24)",Spain,"1,81m",right,"Sep 10, 2020","Jun 30, 2027"
Asier Illarramendi,€2.00m,Defensive Midfield,"Mar 8, 1990 (33)",Spain,"1,79m",right,"Aug 26, 2015","Jun 30, 2023"
Mikel Merino,€50.00m,Central Midfield,"Jun 22, 1996 (26)",Spain,"1,89m",left,"Jul 12, 2018","Jun 30, 2025"
Ander Guevara,€5.00m,Central Midfield,"Jul 7, 1997 (25)",Spain,"1,80m",right,"Jul 1, 2019","Jun 30, 2024"
Beñat Turrientes,€2.00m,Central Midfield,"Jan 31, 2002 (21)",Spain,"1,81m",right,"Jul 1, 2022","Jun 30, 2027"
Brais Méndez,€30.00m,Attacking Midfield,"Jan 7, 1997 (26)",Spain,"1,84m",left,"Jul 6, 2022","Jun 30, 2028"
Robert Navarro,€4.00m,Attacking Midfield,"Apr 12, 2002 (20)",Spain,"1,78m",right,"Aug 7, 2022","Jun 30, 2027"
David Silva,€4.00m,Attacking Midfield,"Jan 8, 1986 (37)",Spain,"1,70m",left,"Aug 17, 2020","Jun 30, 2023"
Mikel Oyarzabal,€50.00m,Left Winger,"Apr 21, 1997 (25)",Spain,"1,81m",left,"Jan 1, 2016","Jun 30, 2028"
Ander Barrenetxea,€6.00m,Left Winger,"Dec 27, 2001 (21)",Spain,"1,75m",right,"Jul 1, 2019","Jun 30, 2027"
Martín Merquelanz,€1.20m,Left Winger,"Jun 12, 1995 (27)",Spain,"1,76m",left,"Aug 14, 2018","Jun 30, 2025"
Takefusa Kubo,€15.00m,Right Winger,"Jun 4, 2001 (21)",Japan,"1,73m",left,"Jul 19, 2022","Jun 30, 2027"
Umar Sadiq,€18.00m,Centre-Forward,"Feb 2, 1997 (26)",Nigeria,"1,91m",right,"Sep 1, 2022","Jun 30, 2028"
Momo Cho,€15.00m,Centre-Forward,"Jan 19, 2004 (19)",France,"1,82m",left,"Jul 1, 2022","Jun 30, 2027"
Alexander Sörloth,€12.00m,Centre-Forward,"Dec 5, 1995 (27)",Norway,"1,95m",left,"Aug 29, 2022","Jun 30, 2023"
Carlos Fernández,€4.00m,Centre-Forward,"May 22, 1996 (26)",Spain,"1,85m",left,"Jan 24, 2021","Jun 30, 2026"
Thibaut Courtois,€60.00m,Goalkeeper,"May 11, 1992 (30)",Belgium,"2,00m",left,"Aug 9, 2018","Jun 30, 2026"
Andriy Lunin,€5.00m,Goalkeeper,"Feb 11, 1999 (24)",Ukraine,"1,91m",right,"Jul 1, 2018","Jun 30, 2024"
Éder Militão,€70.00m,Centre-Back,"Jan 18, 1998 (25)",Brazil,"1,86m",right,"Jul 1, 2019","Jun 30, 2025"
David Alaba,€50.00m,Centre-Back,"Jun 24, 1992 (30)",Austria,"1,80m",left,"Jul 1, 2021","Jun 30, 2026"
Antonio Rüdiger,€40.00m,Centre-Back,"Mar 3, 1993 (30)",Germany,"1,90m",right,"Jul 1, 2022","Jun 30, 2026"
Nacho Fernández,€6.00m,Centre-Back,"Jan 18, 1990 (33)",Spain,"1,80m",right,"Sep 1, 2012","Jun 30, 2023"
Jesús Vallejo,€2.00m,Centre-Back,"Jan 5, 1997 (26)",Spain,"1,84m",right,"Jul 31, 2015","Jun 30, 2025"
Ferland Mendy,€35.00m,Left-Back,"Jun 8, 1995 (27)",France,"1,80m",left,"Jul 1, 2019","Jun 30, 2025"
Daniel Carvajal,€15.00m,Right-Back,"Jan 11, 1992 (31)",Spain,"1,73m",right,"Jul 1, 2013","Jun 30, 2025"
Lucas Vázquez,€9.00m,Right-Back,"Jul 1, 1991 (31)",Spain,"1,73m",right,"Jul 2, 2015","Jun 30, 2024"
Álvaro Odriozola,€5.00m,Right-Back,"Dec 14, 1995 (27)",Spain,"1,76m",right,"Jul 5, 2018","Jun 30, 2024"
Aurélien Tchouaméni,€90.00m,Defensive Midfield,"Jan 27, 2000 (23)",France,"1,87m",right,"Jul 1, 2022","Jun 30, 2028"
Federico Valverde,€100.00m,Central Midfield,"Jul 22, 1998 (24)",Uruguay,"1,82m",right,"Jul 1, 2018","Jun 30, 2027"
Eduardo Camavinga,€60.00m,Central Midfield,"Nov 10, 2002 (20)",France,"1,82m",left,"Aug 31, 2021","Jun 30, 2027"
Toni Kroos,€18.00m,Central Midfield,"Jan 4, 1990 (33)",Germany,"1,83m",right,"Jul 17, 2014","Jun 30, 2023"
Dani Ceballos,€12.00m,Central Midfield,"Aug 7, 1996 (26)",Spain,"1,79m",right,"Jul 14, 2017","Jun 30, 2023"
Luka Modric,€10.00m,Central Midfield,"Sep 9, 1985 (37)",Croatia,"1,72m",right,"Aug 27, 2012","Jun 30, 2023"
Vinicius Junior,€120.00m,Left Winger,"Jul 12, 2000 (22)",Brazil,"1,76m",right,"Jul 12, 2018","Jun 30, 2024"
Eden Hazard,€5.00m,Left Winger,"Jan 7, 1991 (32)",Belgium,"1,75m",right,"Jul 1, 2019","Jun 30, 2024"
Rodrygo,€80.00m,Right Winger,"Jan 9, 2001 (22)",Brazil,"1,74m",right,"Jul 1, 2019","Jun 30, 2025"
Marco Asensio,€25.00m,Right Winger,"Jan 21, 1996 (27)",Spain,"1,82m",left,"Jul 1, 2015","Jun 30, 2023"
Karim Benzema,€35.00m,Centre-Forward,"Dec 19, 1987 (35)",France,"1,85m",right,"Jul 9, 2009","Jun 30, 2023"
Álvaro Rodríguez,€6.00m,Centre-Forward,"Jul 14, 2004 (18)",Uruguay,"1,93m",left,-,"Jun 30, 2027"
Mariano Díaz,€2.50m,Centre-Forward,"Aug 1, 1993 (29)",Dominican Republic,"1,80m",right,"Aug 29, 2018","Jun 30, 2023"
Fernando Martínez,€2.00m,Goalkeeper,"Jun 10, 1990 (32)",Spain,"1,83m",right,"Jul 5, 2017","Jun 30, 2025"
Diego Mariño,€300k,Goalkeeper,"May 9, 1990 (32)",Spain,"1,87m",right,"Jan 26, 2023","Jun 30, 2024"
Diego Fuoli,€200k,Goalkeeper,"Oct 20, 1997 (25)",Spain,"1,88m",right,"Jul 1, 2022","Jun 30, 2023"
Kaiky,€5.00m,Centre-Back,"Jan 12, 2004 (19)",Brazil,"1,81m",right,"Jul 19, 2022","Jun 30, 2028"
Srdjan Babic,€3.50m,Centre-Back,"Apr 22, 1996 (26)",Serbia,"1,94m",left,"Jul 1, 2022","Jun 30, 2026"
Rodrigo Ely,€3.00m,Centre-Back,"Nov 3, 1993 (29)",Brazil,"1,91m",right,"Mar 7, 2022","Jun 30, 2024"
Chumi,€2.00m,Centre-Back,"Mar 2, 1999 (24)",Spain,"1,85m",right,"Sep 10, 2020","Jun 30, 2025"
Sergio Akieme,€9.00m,Left-Back,"Dec 16, 1997 (25)",Spain,"1,75m",left,"Jul 7, 2021","Jun 30, 2026"
Álex Centelles,€1.20m,Left-Back,"Aug 30, 1999 (23)",Spain,"1,85m",left,"Oct 2, 2020","Jun 30, 2026"
Alejandro Pozo,€3.00m,Right-Back,"Feb 22, 1999 (24)",Spain,"1,73m",right,"Jul 1, 2022","Jun 30, 2027"
Houboulang Mendes,€2.50m,Right-Back,"May 4, 1998 (24)",Guinea-Bissau,"1,84m",right,"Jul 6, 2022","Jun 30, 2026"
Samú Costa,€5.00m,Defensive Midfield,"Nov 27, 2000 (22)",Portugal,"1,85m",left,"Jul 1, 2021","Jun 30, 2026"
Iñigo Eguaras,€1.20m,Defensive Midfield,"Mar 7, 1992 (31)",Spain,"1,81m",right,"Jan 21, 2022","Jun 30, 2024"
Lucas Robertone,€7.00m,Central Midfield,"Mar 18, 1997 (26)",Argentina,"1,69m",right,"Oct 1, 2020","Jun 30, 2028"
Gonzalo Melero,€4.00m,Central Midfield,"Jan 2, 1994 (29)",Spain,"1,83m",right,"Sep 1, 2022","Jun 30, 2026"
Arnau Puigmal,€2.00m,Central Midfield,"Jan 10, 2001 (22)",Spain,"1,74m",right,"Jul 9, 2021","Jun 30, 2026"
César de la Hoz,€1.20m,Central Midfield,"Mar 30, 1992 (31)",Spain,"1,79m",right,"Jul 4, 2018","Jun 30, 2023"
Largie Ramazani,€9.00m,Left Winger,"Feb 27, 2001 (22)",Belgium,"1,67m",right,"Aug 24, 2020","Jun 30, 2025"
Lázaro,€5.00m,Left Winger,"Mar 12, 2002 (21)",Brazil,"1,81m",right,"Sep 1, 2022","Jun 30, 2028"
Adrián Embarba,€3.00m,Right Winger,"May 7, 1992 (30)",Spain,"1,73m",right,"Aug 24, 2022","Jun 30, 2026"
Francisco Portillo,€1.50m,Right Winger,"Jun 13, 1990 (32)",Spain,"1,69m",right,"Jul 22, 2021","Jun 30, 2023"
Léo Baptistão,€1.80m,Second Striker,"Aug 26, 1992 (30)",Brazil,"1,85m",right,"Aug 11, 2022","Jun 30, 2026"
El Bilal Touré,€10.00m,Centre-Forward,"Oct 3, 2001 (21)",Mali,"1,85m",both,"Sep 1, 2022","Jun 30, 2028"
Luis Suárez,€9.00m,Centre-Forward,"Dec 2, 1997 (25)",Colombia,"1,85m",right,"Jan 1, 2023","Jun 30, 2023"
Marko Milovanovic,€1.20m,Centre-Forward,"Aug 4, 2003 (19)",Serbia,"1,94m",right,"Jul 11, 2022","Jun 30, 2028"
Dyego Sousa,€1.00m,Centre-Forward,"Sep 14, 1989 (33)",Portugal,"1,89m",right,"Aug 31, 2021","Jun 30, 2024"
Sergio Asenjo,€1.50m,Goalkeeper,"Jun 28, 1989 (33)",Spain,"1,89m",right,"Jul 7, 2022","Jun 30, 2024"
Jordi Masip,€1.00m,Goalkeeper,"Jan 3, 1989 (34)",Spain,"1,80m",right,"Jul 17, 2017","Jun 30, 2024"
Javi Sánchez,€3.00m,Centre-Back,"Mar 14, 1997 (26)",Spain,"1,89m",right,"Jul 1, 2020","Jun 30, 2026"
Joaquín Fernández,€3.00m,Centre-Back,"May 31, 1996 (26)",Spain,"1,90m",right,"Aug 31, 2018","Jun 30, 2023"
Jawad El Yamiq,€2.00m,Centre-Back,"Feb 29, 1992 (31)",Morocco,"1,93m",right,"Sep 24, 2020","Jun 30, 2024"
Lucas Olaza,€2.50m,Left-Back,"Jul 21, 1994 (28)",Uruguay,"1,76m",left,"Jul 1, 2021","Jun 30, 2025"
Sergio Escudero,€1.80m,Left-Back,"Sep 2, 1989 (33)",Spain,"1,76m",left,"Jul 13, 2022","Jun 30, 2024"
Iván Fresneda,€10.00m,Right-Back,"Sep 28, 2004 (18)",Spain,"1,82m",right,"Jul 1, 2022","Jun 30, 2025"
Luis Pérez,€1.50m,Right-Back,"Feb 4, 1995 (28)",Spain,"1,73m",right,"Aug 4, 2020","Jun 30, 2025"
Lucas Rosa,€1.00m,Right-Back,"Apr 3, 2000 (23)",Brazil,"1,77m",right,"Oct 1, 2022","Jun 30, 2025"
Martin Hongla,€3.50m,Defensive Midfield,"Mar 16, 1998 (25)",Cameroon,"1,81m",right,"Jan 31, 2023","Jun 30, 2023"
Monchu,€5.00m,Central Midfield,"Sep 13, 1999 (23)",Spain,"1,73m",right,"Jul 1, 2022","Jun 30, 2026"
Kike Pérez,€4.50m,Central Midfield,"Feb 14, 1997 (26)",Spain,"1,84m",left,"Aug 12, 2020","Jun 30, 2025"
Álvaro Aguado,€3.00m,Central Midfield,"May 1, 1996 (26)",Spain,"1,75m",right,"Jan 25, 2019","Jun 30, 2023"
Roque Mesa,€2.50m,Central Midfield,"Jun 7, 1989 (33)",Spain,"1,72m",right,"Oct 5, 2020","Jun 30, 2023"
Anuar,€1.00m,Central Midfield,"Jan 15, 1995 (28)",Morocco,"1,73m",right,"Jul 1, 2017","Jun 30, 2023"
Selim Amallah,€4.00m,Attacking Midfield,"Nov 15, 1996 (26)",Morocco,"1,86m",right,"Jan 31, 2023","Jun 30, 2027"
Darwin Machís,€4.00m,Left Winger,"Feb 7, 1993 (30)",Venezuela,"1,71m",right,"Jan 19, 2023","Jun 30, 2026"
Kenedy,€3.00m,Left Winger,"Feb 8, 1996 (27)",Brazil,"1,82m",left,"Sep 1, 2022","Jun 30, 2027"
Gonzalo Plata,€5.00m,Right Winger,"Nov 1, 2000 (22)",Ecuador,"1,78m",left,"Jul 11, 2022","Jun 30, 2027"
Óscar Plano,€3.00m,Right Winger,"Feb 11, 1991 (32)",Spain,"1,79m",both,"Jul 1, 2017","Jun 30, 2023"
Iván Sánchez,€800k,Right Winger,"Sep 23, 1992 (30)",Spain,"1,69m",left,"Jul 1, 2022","Jun 30, 2024"
Cyle Larin,€8.00m,Centre-Forward,"Apr 17, 1995 (27)",Canada,"1,88m",right,"Jan 24, 2023","Jun 30, 2023"
Sergio León,€2.00m,Centre-Forward,"Jan 6, 1989 (34)",Spain,"1,76m",right,"Aug 31, 2021","Jun 30, 2024"
Paulo Gazzaniga,€2.50m,Goalkeeper,"Jan 2, 1992 (31)",Argentina,"1,96m",right,"Sep 1, 2022","Jun 30, 2023"
Juan Carlos,€300k,Goalkeeper,"Jan 20, 1988 (35)",Spain,"1,87m",,"Jul 1, 2019","Jun 30, 2023"
Toni Fuidias,€300k,Goalkeeper,"Apr 15, 2001 (21)",Spain,"1,95m",right,"Sep 1, 2022","Jun 30, 2025"
